make,model,mileage,price,registration,fuel,country,brand,page
bmw,x1,293557,3400,02-2011,d,b,bmw,1
bmw,120,470000,2480,02-2011,d,d,bmw,1
bmw,114,197000,6950,01-2016,d,b,bmw,1
bmw,316,174771,799,12-2002,b,d,bmw,1
bmw,316,205000,3990,12-2010,d,i,bmw,1
bmw,220,185858,11990,02-2014,d,i,bmw,1
bmw,320,240000,6990,03-2012,d,i,bmw,1
bmw,318,190000,4500,05-2006,b,b,bmw,1
bmw,x1,216000,8799,06-2011,d,d,bmw,1
bmw,316,278826,6750,09-2015,d,nl,bmw,1
bmw,x3,199000,9700,01-2016,d,i,bmw,1
bmw,x1,260000,8899,04-2016,d,i,bmw,1
bmw,420,90000,17000,12-2014,d,i,bmw,1
bmw,318,225900,7690,06-2012,d,d,bmw,1
bmw,220,114700,11499,12-2016,b,d,bmw,1
bmw,318,222981,7999,04-2016,d,d,bmw,1
bmw,x5,24000,64999,11-2022,2,b,bmw,1
bmw,520,252000,7999,09-2012,d,a,bmw,1
bmw,320,236000,1950,11-2002,b,d,bmw,1
bmw,120,470000,2480,02-2011,d,d,bmw,2
bmw,116,407962,2900,11-2010,d,i,bmw,2
bmw,320,141537,9999,11-2008,b,nl,bmw,2
bmw,316,110696,9300,06-2013,b,d,bmw,2
bmw,316,264900,599,10-2003,b,d,bmw,2
bmw,116,165362,7900,12-2012,d,i,bmw,2
bmw,x6,224100,14911,05-2012,d,nl,bmw,2
bmw,318,165000,5999,05-2010,b,d,bmw,2
bmw,318,88000,10990,09-2012,d,i,bmw,2
bmw,220,82301,11000,08-2014,b,d,bmw,2
bmw,120,192729,4935,05-2008,b,nl,bmw,2
bmw,118,170000,12500,02-2018,d,i,bmw,2
bmw,x1,144520,8950,01-2013,d,d,bmw,2
bmw,120,329000,2900,01-2008,d,i,bmw,2
bmw,525,232000,8189,03-2013,d,d,bmw,2
bmw,x3,309000,7900,05-2012,d,a,bmw,2
bmw,x1,239350,8950,01-2012,d,nl,bmw,2
bmw,120,249921,11995,09-2015,d,nl,bmw,2
bmw,x4,215000,15900,05-2015,d,i,bmw,2
bmw,320,297450,5800,03-2011,d,d,bmw,2
bmw,114,197000,6950,01-2016,d,b,bmw,3
bmw,x1,192483,5999,04-2011,d,d,bmw,3
bmw,320,314000,6767,03-2015,d,d,bmw,3
bmw,x5,255417,10700,12-2011,d,d,bmw,3
bmw,520,282043,10000,01-2013,d,b,bmw,3
bmw,530,155000,20690,08-2015,d,d,bmw,3
bmw,120,188500,10450,06-2016,b,d,bmw,3
bmw,x3,157000,8990,01-2009,d,d,bmw,3
bmw,318,164507,11450,08-2015,d,b,bmw,3
bmw,x1,222160,7689,06-2016,b,d,bmw,3
bmw,418,192697,13490,04-2017,d,b,bmw,3
bmw,316,189750,7990,05-2014,d,d,bmw,3
bmw,116,189950,7500,03-2014,d,a,bmw,3
bmw,525,277000,7490,10-2008,d,d,bmw,3
bmw,x1,45900,18900,05-2022,d,i,bmw,3
bmw,320,175292,11980,09-2014,d,d,bmw,3
bmw,x2,113268,16900,11-2018,d,i,bmw,3
bmw,m550,319500,24970,04-2018,d,d,bmw,3
bmw,550,151921,9800,06-2010,b,d,bmw,3
bmw,320,183524,12790,01-2017,d,a,bmw,3
bmw,316,174771,799,12-2002,b,d,bmw,4
bmw,x1,149000,17900,10-2021,d,i,bmw,4
bmw,525,285000,2499,01-2004,b,nl,bmw,4
bmw,318,155000,9900,05-2012,d,i,bmw,4
bmw,m2,16438,64750,07-2024,b,b,bmw,4
bmw,i3,100000,13985,06-2020,e,d,bmw,4
bmw,318,115000,14900,09-2015,d,i,bmw,4
bmw,116,75000,18495,11-2021,d,b,bmw,4
bmw,x1,150000,12990,08-2017,d,b,bmw,4
bmw,118,206185,9799,03-2019,b,d,bmw,4
bmw,318,45222,21390,10-2020,d,b,bmw,4
bmw,520,210500,15899,05-2017,d,d,bmw,4
bmw,540,86149,35900,07-2018,b,d,bmw,4
bmw,116,109000,6490,10-2008,b,i,bmw,4
bmw,535,198736,18999,07-2016,d,d,bmw,4
bmw,x1,165000,13000,04-2017,d,i,bmw,4
bmw,120,13290,29980,04-2025,b,d,bmw,4
bmw,x5,87000,45999,01-2020,2,b,bmw,4
bmw,440,186258,23900,04-2017,b,b,bmw,4
bmw,i3,57954,9900,06-2016,e,nl,bmw,4
bmw,316,205000,3990,12-2010,d,i,bmw,5
bmw,540,85734,36900,03-2018,b,d,bmw,5
bmw,320,16500,39995,03-2025,b,b,bmw,5
bmw,530,199267,22500,04-2018,d,d,bmw,5
bmw,118,129180,13990,02-2018,b,d,bmw,5
bmw,116,94000,7480,03-2012,b,d,bmw,5
bmw,520,150000,16990,02-2019,d,i,bmw,5
bmw,116,75000,10590,05-2012,b,i,bmw,5
bmw,316,170100,1790,09-2002,b,d,bmw,5
bmw,116,129000,10000,09-2017,d,b,bmw,5
bmw,530,245278,13450,04-2013,d,nl,bmw,5
bmw,525,130000,20999,12-2016,d,d,bmw,5
bmw,330,28505,36900,08-2021,2,b,bmw,5
bmw,216,149600,9890,06-2017,b,i,bmw,5
bmw,325,150100,8990,11-2007,b,d,bmw,5
bmw,x1,55900,12300,04-2014,b,d,bmw,5
bmw,320,111421,20999,04-2020,d,d,bmw,5
bmw,x1,119986,8990,05-2011,b,d,bmw,5
bmw,x4,188000,18498,05-2018,d,d,bmw,5
bmw,116,70000,13900,02-2017,d,i,bmw,5
bmw,220,185858,11990,02-2014,d,i,bmw,6
bmw,420,96000,17999,02-2015,d,d,bmw,6
bmw,z4,113000,16900,10-2013,b,b,bmw,6
bmw,116,148500,4750,09-2010,b,d,bmw,6
bmw,x1,161000,10999,12-2013,d,d,bmw,6
bmw,120,67000,14980,10-2015,b,d,bmw,6
bmw,x3,261000,14900,07-2019,d,i,bmw,6
bmw,116,112300,14900,08-2021,d,i,bmw,6
bmw,420,33544,35950,07-2021,b,b,bmw,6
bmw,118,18000,19900,12-2023,b,i,bmw,6
bmw,740,214000,11990,10-2012,b,a,bmw,6
bmw,i3,54590,11599,10-2017,e,b,bmw,6
bmw,116,155321,10740,08-2016,b,nl,bmw,6
bmw,635,135000,14990,05-2008,d,i,bmw,6
bmw,430,161247,21950,01-2017,b,nl,bmw,6
bmw,430,42914,26400,01-2019,b,d,bmw,6
bmw,118,12000,33900,05-2025,d,i,bmw,6
bmw,320,152211,22990,04-2021,d,d,bmw,6
bmw,118,182000,8999,05-2018,b,d,bmw,6
bmw,ix3,104600,32495,10-2022,e,b,bmw,6
bmw,320,240000,6990,03-2012,d,i,bmw,7
bmw,x4 m,16564,46900,07-2022,b,d,bmw,7
bmw,318,148763,12499,06-2018,d,d,bmw,7
bmw,x1,96744,19500,01-2020,d,i,bmw,7
bmw,118,84353,19890,05-2020,b,i,bmw,7
bmw,x1,17000,39900,04-2025,d,i,bmw,7
bmw,118,274900,7930,08-2017,d,d,bmw,7
bmw,420,154600,31990,02-2022,3,i,bmw,7
bmw,m550,299958,14950,08-2012,d,nl,bmw,7
bmw,340,74998,32900,01-2016,b,d,bmw,7
bmw,x2,182000,15900,03-2019,d,i,bmw,7
bmw,520,191791,7990,03-2012,b,b,bmw,7
bmw,420,165000,18990,07-2014,d,a,bmw,7
bmw,118,127942,14099,03-2020,b,b,bmw,7
bmw,x1,175142,14990,02-2019,d,d,bmw,7
bmw,116,156235,12499,05-2017,d,b,bmw,7
bmw,535,197930,16000,02-2017,d,d,bmw,7
bmw,520,149983,10770,08-2015,d,d,bmw,7
bmw,218,147408,13499,01-2018,b,b,bmw,7
bmw,520,86000,30400,07-2021,3,i,bmw,7
bmw,x1,216000,8799,06-2011,d,d,bmw,8
bmw,420,96311,23990,08-2020,b,b,bmw,8
bmw,m4,25000,67450,02-2022,b,b,bmw,8
bmw,218,25000,26890,08-2023,b,d,bmw,8
bmw,x3,156107,26950,08-2020,d,b,bmw,8
bmw,x5,150000,41900,12-2021,2,b,bmw,8
bmw,118,23500,20900,12-2023,b,i,bmw,8
bmw,420,188600,16499,01-2017,d,b,bmw,8
bmw,216,185888,7499,12-2015,d,b,bmw,8
bmw,116,128756,12990,10-2018,d,i,bmw,8
bmw,x4,121000,22900,08-2017,d,d,bmw,8
bmw,528,332771,6950,05-2011,b,nl,bmw,8
bmw,x1,105500,17000,05-2018,d,i,bmw,8
bmw,116,142399,5990,08-2009,b,nl,bmw,8
bmw,420,127549,16999,05-2015,b,b,bmw,8
bmw,ix3,61450,29990,10-2021,e,d,bmw,8
bmw,330,147500,20890,10-2021,2,d,bmw,8
bmw,x1,60000,17500,08-2017,b,b,bmw,8
bmw,745,123000,8000,04-2004,b,d,bmw,8
bmw,316,219000,7300,07-2014,d,i,bmw,8
bmw,318,190000,4500,05-2006,b,b,bmw,9
bmw,316,180000,9490,03-2016,d,b,bmw,9
bmw,225,72800,9900,10-2017,2,i,bmw,9
bmw,420,79378,39990,06-2021,b,b,bmw,9
bmw,218,52978,18890,11-2020,d,b,bmw,9
bmw,x3,86616,33900,11-2021,3,i,bmw,9
bmw,520,66610,25712,01-2019,d,d,bmw,9
bmw,530,103737,33990,01-2022,2,b,bmw,9
bmw,x2,41783,22999,09-2022,2,d,bmw,9
bmw,z4,149616,6999,07-2004,b,d,bmw,9
bmw,530,220000,8900,02-2011,d,i,bmw,9
bmw,320,140086,13950,10-2012,b,nl,bmw,9
bmw,116,70000,13900,02-2017,d,i,bmw,9
bmw,118,21000,24900,12-2023,b,i,bmw,9
bmw,120,18000,29990,10-2024,d,b,bmw,9
bmw,530,125000,16490,09-2012,d,d,bmw,9
bmw,x6,294000,14790,05-2008,d,a,bmw,9
bmw,320,147826,16500,05-2020,d,b,bmw,9
bmw,320,291500,8090,12-2012,d,d,bmw,9
bmw,x5,179756,21890,02-2016,d,b,bmw,9
bmw,x3,199000,9700,01-2016,d,i,bmw,10
bmw,x1,171400,14900,01-2017,d,i,bmw,10
bmw,540,104174,37999,07-2019,b,d,bmw,10
bmw,118,128500,9490,04-2015,b,d,bmw,10
bmw,118,81799,12899,09-2018,b,b,bmw,10
bmw,330,56060,24864,06-2021,2,i,bmw,10
bmw,320,170000,8990,12-2004,d,d,bmw,10
bmw,320,99800,26750,07-2021,2,b,bmw,10
bmw,320,165000,13390,01-2015,d,a,bmw,10
bmw,220,173000,16990,04-2015,d,b,bmw,10
bmw,125,170000,17900,04-2017,d,i,bmw,10
bmw,ix3,77180,29990,11-2021,e,b,bmw,10
bmw,535,263500,12475,05-2013,d,d,bmw,10
bmw,x5,202811,10950,01-2014,d,nl,bmw,10
bmw,140,66427,33950,06-2019,b,b,bmw,10
bmw,116,199890,5990,11-2012,d,i,bmw,10
bmw,x6,237000,15970,05-2012,d,d,bmw,10
bmw,x1,64358,22990,05-2022,b,b,bmw,10
bmw,520,145700,26699,10-2019,d,d,bmw,10
bmw,118,133700,14500,05-2019,d,i,bmw,10
bmw,x1,260000,8899,04-2016,d,i,bmw,11
bmw,i3,49980,14000,05-2019,e,i,bmw,11
bmw,x3,198000,12900,07-2015,d,i,bmw,11
bmw,118,53732,17900,03-2021,b,l,bmw,11
bmw,520,47896,46900,05-2024,2,b,bmw,11
bmw,730,186000,16890,11-2013,d,d,bmw,11
bmw,118,163000,8900,01-2012,b,i,bmw,11
bmw,745,69637,47990,06-2019,2,b,bmw,11
bmw,330,113100,17299,10-2017,b,d,bmw,11
bmw,x2,33847,27588,06-2021,b,d,bmw,11
bmw,118,183778,8795,04-2011,b,nl,bmw,11
bmw,220,245000,12500,04-2016,d,i,bmw,11
bmw,x5,217000,12990,04-2010,d,d,bmw,11
bmw,320,67592,21999,01-2022,2,d,bmw,11
bmw,216,140903,10499,09-2016,d,b,bmw,11
bmw,418,139000,21895,11-2019,b,nl,bmw,11
bmw,218,93609,19995,03-2021,b,b,bmw,11
bmw,520,39984,28499,11-2018,d,b,bmw,11
bmw,118,49900,22450,01-2024,b,b,bmw,11
bmw,520,69957,23950,11-2019,d,d,bmw,11
bmw,420,90000,17000,12-2014,d,i,bmw,12
bmw,225,97521,12990,07-2018,2,b,bmw,12
bmw,330,84955,30990,10-2020,2,b,bmw,12
bmw,525,158038,9975,04-2013,d,nl,bmw,12
bmw,118,284000,3900,02-2009,d,i,bmw,12
bmw,530,135000,23900,04-2016,d,d,bmw,12
bmw,x6,62217,35890,10-2017,d,d,bmw,12
bmw,335,164995,17990,07-2009,b,a,bmw,12
bmw,530,184860,20998,08-2018,d,d,bmw,12
bmw,116,100000,17499,05-2021,d,b,bmw,12
bmw,x1,38320,23812,11-2021,2,d,bmw,12
bmw,x1,114000,14990,11-2015,d,d,bmw,12
bmw,520,106956,19099,10-2017,d,b,bmw,12
bmw,420,400000,11990,08-2015,d,i,bmw,12
bmw,118,99889,19999,07-2018,b,nl,bmw,12
bmw,118,187765,7495,07-2009,b,nl,bmw,12
bmw,x5 m,138000,32890,01-2015,b,d,bmw,12
bmw,x1,66900,17650,07-2018,b,b,bmw,12
bmw,x5,272959,7950,12-2006,b,nl,bmw,12
bmw,x1,53377,25900,06-2021,d,i,bmw,12
bmw,318,225900,7690,06-2012,d,d,bmw,13
bmw,535,300854,8990,09-2005,d,d,bmw,13
bmw,118,19000,19900,03-2023,b,i,bmw,13
bmw,x1,145700,7990,03-2013,d,d,bmw,13
bmw,435,130000,24999,10-2014,b,d,bmw,13
bmw,x1,38320,23812,11-2021,2,d,bmw,13
bmw,418,120000,19900,04-2018,d,i,bmw,13
bmw,x2,65000,23950,07-2023,d,d,bmw,13
bmw,x1,175000,14990,04-2017,d,b,bmw,13
bmw,218,67200,15900,08-2018,b,b,bmw,13
bmw,220,19500,37900,06-2023,d,i,bmw,13
bmw,320,91382,10999,07-2010,b,nl,bmw,13
bmw,x5,200000,18900,05-2016,d,i,bmw,13
bmw,316,193000,10700,06-2016,d,i,bmw,13
bmw,320,192789,10290,01-2014,d,b,bmw,13
bmw,225,194106,8900,03-2016,2,nl,bmw,13
bmw,320,93125,23750,12-2020,b,d,bmw,13
bmw,418,37600,25999,04-2020,b,b,bmw,13
bmw,116,53494,16799,10-2018,b,b,bmw,13
bmw,318,199954,16900,01-2020,d,b,bmw,13
bmw,220,114700,11499,12-2016,b,d,bmw,14
bmw,216,220000,8900,08-2017,d,i,bmw,14
bmw,216,99000,21999,09-2021,d,b,bmw,14
bmw,x1,296000,6390,04-2010,d,d,bmw,14
bmw,330,73962,30900,11-2020,2,b,bmw,14
bmw,m5,13990,139900,05-2025,b,a,bmw,14
bmw,540,186212,32950,06-2017,b,nl,bmw,14
bmw,320,100000,27900,01-2021,d,b,bmw,14
bmw,318,111556,13799,06-2018,d,b,bmw,14
bmw,i3,20482,21770,05-2022,e,d,bmw,14
bmw,i3,132881,10899,12-2015,2,b,bmw,14
bmw,330,86000,24542,07-2018,b,d,bmw,14
bmw,x1,144746,15400,04-2017,d,i,bmw,14
bmw,520,143309,13999,10-2012,b,nl,bmw,14
bmw,316,99000,19990,12-2020,3,i,bmw,14
bmw,x1,62146,16999,03-2015,d,d,bmw,14
bmw,x1,37189,26990,06-2022,b,d,bmw,14
bmw,218,38400,24490,05-2021,b,d,bmw,14
bmw,x1,116000,17490,12-2018,d,i,bmw,14
bmw,216,118103,9990,09-2016,d,d,bmw,14
bmw,318,222981,7999,04-2016,d,d,bmw,15
bmw,525,146000,14900,03-2014,d,i,bmw,15
bmw,118,367154,3750,05-2009,d,nl,bmw,15
bmw,x2,49830,23990,08-2022,b,b,bmw,15
bmw,x1,97800,18970,04-2018,b,a,bmw,15
bmw,220,242389,10699,02-2018,d,d,bmw,15
bmw,x1,114990,13990,09-2017,b,b,bmw,15
bmw,x1,163652,14995,07-2016,b,b,bmw,15
bmw,x5,265000,21900,05-2018,d,d,bmw,15
bmw,118,21000,20900,12-2023,b,i,bmw,15
bmw,428,201163,15450,03-2016,b,b,bmw,15
bmw,125,147000,19900,04-2016,d,i,bmw,15
bmw,x3,61333,27990,09-2021,d,b,bmw,15
bmw,318,52633,25490,10-2021,b,b,bmw,15
bmw,118,133000,7990,05-2009,b,d,bmw,15
bmw,750,132064,13950,09-2006,b,nl,bmw,15
bmw,118,130500,12490,09-2014,d,d,bmw,15
bmw,114,124402,7750,03-2013,b,nl,bmw,15
bmw,135,69000,29990,12-2021,b,b,bmw,15
bmw,428,122610,18950,12-2014,b,nl,bmw,15
bmw,x5,24000,64999,11-2022,2,b,bmw,16
bmw,320,264732,3900,08-2008,d,i,bmw,16
bmw,330,184000,18900,07-2013,d,a,bmw,16
bmw,x2,56000,31490,01-2024,b,d,bmw,16
bmw,x1,51327,26990,01-2022,b,b,bmw,16
bmw,123,135377,9499,02-2008,d,d,bmw,16
bmw,440,63324,33900,07-2018,b,d,bmw,16
bmw,330,223976,9950,05-2005,b,nl,bmw,16
bmw,330,140401,23740,12-2016,2,nl,bmw,16
bmw,220,86000,22999,02-2020,d,b,bmw,16
bmw,x1,172700,9990,06-2015,d,d,bmw,16
bmw,x1,154000,14800,04-2017,b,i,bmw,16
bmw,120,23571,29850,10-2024,b,b,bmw,16
bmw,x1,70371,20900,12-2021,2,i,bmw,16
bmw,m3,28900,74999,01-2024,b,b,bmw,16
bmw,225,51826,17499,05-2021,2,b,bmw,16
bmw,216,149000,12450,04-2017,d,b,bmw,16
bmw,x1,127639,14990,08-2017,d,b,bmw,16
bmw,318,79480,22990,10-2021,b,b,bmw,16
bmw,118,97427,17500,06-2019,b,i,bmw,16
bmw,520,252000,7999,09-2012,d,a,bmw,17
bmw,330,75022,29299,10-2019,2,b,bmw,17
bmw,218,51561,22990,04-2021,b,b,bmw,17
bmw,x3,58418,24990,10-2017,d,d,bmw,17
bmw,318,98316,17495,08-2017,d,b,bmw,17
bmw,225,66200,17450,07-2019,2,b,bmw,17
bmw,645,102965,11950,07-2005,b,nl,bmw,17
bmw,x3,54158,30900,07-2021,2,i,bmw,17
bmw,116,49000,18950,04-2021,b,b,bmw,17
bmw,318,94000,17990,02-2018,d,i,bmw,17
bmw,318,137900,4950,03-2003,b,d,bmw,17
bmw,x2,25297,44900,02-2025,3,i,bmw,17
bmw,320,21685,31714,06-2023,d,d,bmw,17
bmw,x3,263183,5449,11-2008,d,nl,bmw,17
bmw,335,79896,25490,07-2015,b,d,bmw,17
bmw,xm,41052,119850,01-2024,2,nl,bmw,17
bmw,218,105000,19999,09-2020,b,b,bmw,17
bmw,218,265000,6999,07-2014,d,i,bmw,17
bmw,116,134000,7250,09-2011,b,b,bmw,17
bmw,x1,43350,23990,08-2021,2,b,bmw,17
bmw,320,236000,1950,11-2002,b,d,bmw,18
bmw,335,315000,9900,11-2010,d,d,bmw,18
bmw,x1,19000,23490,01-2021,2,i,bmw,18
bmw,335,229970,14950,09-2012,b,nl,bmw,18
bmw,m5,90000,58990,09-2019,b,d,bmw,18
bmw,x1,68081,21990,08-2020,2,d,bmw,18
bmw,x3,80722,33950,08-2021,2,b,bmw,18
bmw,320,13500,39999,01-2025,b,d,bmw,18
bmw,x1,109845,15980,12-2015,b,d,bmw,18
bmw,x1,140500,10900,09-2014,d,i,bmw,18
bmw,750,190180,26850,03-2017,d,d,bmw,18
bmw,730,195873,37450,07-2019,d,b,bmw,18
bmw,m3,155000,46800,09-2003,b,i,bmw,18
bmw,520,92971,13900,10-2010,d,d,bmw,18
bmw,420,168000,15450,08-2014,d,b,bmw,18
bmw,116,94000,16500,07-2021,d,b,bmw,18
bmw,320,17500,44990,04-2024,3,i,bmw,18
bmw,520,144000,29900,12-2023,3,i,bmw,18
bmw,x1,7677,41950,04-2025,d,d,bmw,18
bmw,320,182193,7950,12-2009,b,nl,bmw,18
bmw,116,407962,2900,11-2010,d,i,bmw,19
bmw,220,64929,22850,03-2021,d,d,bmw,19
bmw,330,180495,23999,06-2019,b,b,bmw,19
bmw,218,27972,28900,04-2022,b,b,bmw,19
bmw,550,6360,79990,01-2025,b,a,bmw,19
bmw,118,44043,22500,06-2021,d,i,bmw,19
bmw,650,149000,23799,02-2015,b,d,bmw,19
bmw,118,18000,34900,02-2025,d,i,bmw,19
bmw,318,97000,17990,11-2018,d,b,bmw,19
bmw,x2 m,71268,22400,05-2019,b,i,bmw,19
bmw,x1,67000,26350,01-2022,2,b,bmw,19
bmw,318,55200,23901,11-2021,d,d,bmw,19
bmw,220,96403,21990,10-2020,d,b,bmw,19
bmw,x3,163000,15350,10-2015,d,i,bmw,19
bmw,x3,62456,17540,02-2015,b,d,bmw,19
bmw,218,154414,12949,06-2016,b,nl,bmw,19
bmw,318,88543,17100,02-2018,d,i,bmw,19
bmw,420,7193,39712,06-2024,d,d,bmw,19
bmw,120,6100,26900,09-2024,b,d,bmw,19
bmw,520,113250,29990,01-2021,d,b,bmw,19
bmw,316,264900,599,10-2003,b,d,bmw,20
bmw,x6,320488,9950,12-2009,d,nl,bmw,20
bmw,118,33837,25490,10-2022,b,d,bmw,20
bmw,120,93000,19500,12-2016,d,a,bmw,20
bmw,135,192869,20950,09-2015,b,nl,bmw,20
bmw,520,178550,14499,05-2016,d,d,bmw,20
bmw,730,162300,30900,01-2018,d,i,bmw,20
bmw,320,27753,29999,08-2020,d,d,bmw,20
bmw,530,74539,34500,07-2021,2,b,bmw,20
bmw,116,181964,8900,01-2019,d,i,bmw,20
bmw,x2,63820,25990,08-2021,2,b,bmw,20
bmw,x5,155900,29997,01-2018,d,d,bmw,20
bmw,218,62445,21990,03-2020,b,b,bmw,20
bmw,440,104160,31900,01-2018,b,d,bmw,20
bmw,x1,118600,18900,08-2018,d,d,bmw,20
bmw,520,188000,14990,05-2015,d,a,bmw,20
bmw,x3,278000,8699,01-2012,d,d,bmw,20
bmw,x5,129500,20998,01-2015,d,d,bmw,20
bmw,i3,122429,11999,12-2016,2,b,bmw,20
bmw,116,98000,22900,02-2021,d,i,bmw,20
bmw,316,110696,9300,06-2013,b,d,bmw,21
bmw,218,55940,22546,04-2020,b,d,bmw,21
bmw,320,43900,27880,09-2019,b,d,bmw,21
bmw,518,173000,16990,03-2015,d,b,bmw,21
bmw,335,149888,19999,12-2010,b,nl,bmw,21
bmw,x1,26434,21995,04-2018,b,d,bmw,21
bmw,118,19000,23900,05-2023,b,i,bmw,21
bmw,428,104000,17900,10-2014,b,d,bmw,21
bmw,540,115000,35990,07-2019,d,a,bmw,21
bmw,x2,71894,21499,07-2022,2,d,bmw,21
bmw,m3,49750,45899,07-2015,b,d,bmw,21
bmw,116,38372,23000,11-2021,d,i,bmw,21
bmw,118,19000,19900,12-2023,b,i,bmw,21
bmw,m4,150000,44990,06-2015,b,a,bmw,21
bmw,i4,60149,38950,09-2022,e,nl,bmw,21
bmw,x6,149998,29998,06-2018,d,d,bmw,21
bmw,650,161989,22250,03-2013,b,nl,bmw,21
bmw,x3 m,52987,44700,11-2022,2,b,bmw,21
bmw,116,132000,14999,11-2016,d,i,bmw,21
bmw,m550,179697,21850,02-2015,d,nl,bmw,21
bmw,116,165362,7900,12-2012,d,i,bmw,22
bmw,z4,114000,19900,03-2015,b,i,bmw,22
bmw,140,99368,33000,02-2017,b,d,bmw,22
bmw,x1,111400,16900,05-2019,b,d,bmw,22
bmw,316,134000,15490,03-2017,d,b,bmw,22
bmw,x2,59387,21950,02-2020,b,b,bmw,22
bmw,420,58640,35790,09-2022,d,b,bmw,22
bmw,x3,80000,18900,05-2016,d,i,bmw,22
bmw,218,83719,22940,04-2018,b,nl,bmw,22
bmw,x4,73038,29480,04-2019,b,d,bmw,22
bmw,435,110212,25890,10-2014,b,d,bmw,22
bmw,550,32199,68450,01-2024,2,b,bmw,22
bmw,m4,81500,39900,07-2016,b,d,bmw,22
bmw,540,215225,23950,11-2017,b,nl,bmw,22
bmw,x3,83507,22490,05-2017,d,d,bmw,22
bmw,530,38833,46499,02-2023,d,d,bmw,22
bmw,335,105982,16950,05-2007,b,b,bmw,22
bmw,325,194920,3600,06-2002,b,d,bmw,22
bmw,440,56160,36999,02-2019,b,d,bmw,22
bmw,x6,218500,23900,03-2015,d,i,bmw,22
bmw,318,165000,5999,05-2010,b,d,bmw,23
bmw,x2,63963,22900,09-2022,2,i,bmw,23
bmw,118,57706,19949,05-2022,b,d,bmw,23
bmw,530,37868,35790,11-2021,b,b,bmw,23
bmw,318,165454,14950,07-2017,b,nl,bmw,23
bmw,318,100000,24990,10-2022,3,i,bmw,23
bmw,520,79000,5999,05-1998,b,d,bmw,23
bmw,318,218000,12500,11-2013,d,b,bmw,23
bmw,318,181271,16250,12-2020,d,b,bmw,23
bmw,x2,63500,17490,06-2018,b,d,bmw,23
bmw,540,175999,26000,04-2020,d,d,bmw,23
bmw,x3,156000,3999,06-2005,d,i,bmw,23
bmw,318,135391,17950,01-2014,d,b,bmw,23
bmw,530,214500,14600,09-2014,d,d,bmw,23
bmw,x1,34590,39900,01-2025,3,i,bmw,23
bmw,520,199478,10950,03-2012,b,nl,bmw,23
bmw,118,60533,19950,02-2020,b,nl,bmw,23
bmw,218,135936,11950,06-2015,b,nl,bmw,23
bmw,x2,38000,24350,02-2019,b,b,bmw,23
bmw,420,48672,33490,12-2022,d,d,bmw,23
bmw,220,82301,11000,08-2014,b,d,bmw,24
bmw,525,153687,16750,08-2016,d,b,bmw,24
bmw,318,85160,19900,04-2018,b,b,bmw,24
bmw,440,37735,46980,11-2022,b,d,bmw,24
bmw,530,282000,17900,08-2017,d,i,bmw,24
bmw,520,119000,16100,07-2015,d,i,bmw,24
bmw,x1,45000,22950,08-2020,b,b,bmw,24
bmw,x1,95000,23999,01-2021,d,b,bmw,24
bmw,z3,136247,6980,05-1998,b,d,bmw,24
bmw,x5,171000,18500,12-2014,d,b,bmw,24
bmw,630,250000,11400,04-2007,b,i,bmw,24
bmw,218,25000,18900,09-2016,b,d,bmw,24
bmw,550,84200,36990,08-2018,d,d,bmw,24
bmw,530,123120,27750,08-2020,2,d,bmw,24
bmw,218,131500,12390,10-2017,d,d,bmw,24
bmw,420,156000,16999,05-2016,d,i,bmw,24
bmw,435,103254,26950,03-2015,b,d,bmw,24
bmw,x1,118700,13750,08-2014,b,d,bmw,24
bmw,520,108102,24990,09-2020,d,d,bmw,24
bmw,530,200000,16500,05-2015,d,i,bmw,24
bmw,118,170000,12500,02-2018,d,i,bmw,25
bmw,640,177000,27490,03-2013,d,a,bmw,25
bmw,x3,194330,29899,03-2020,b,nl,bmw,25
bmw,218,33000,23980,08-2023,b,d,bmw,25
bmw,140,41000,39100,01-2019,b,i,bmw,25
bmw,340,43642,46990,09-2022,b,d,bmw,25
bmw,850,88700,54950,05-2020,b,b,bmw,25
bmw,116,107716,14250,03-2017,b,nl,bmw,25
bmw,525,472000,5999,09-2010,d,b,bmw,25
bmw,218,76100,17990,11-2019,b,d,bmw,25
bmw,i4,36882,36799,11-2023,e,d,bmw,25
bmw,730,280000,4900,10-1988,b,d,bmw,25
bmw,x3 m,53900,36490,08-2018,b,d,bmw,25
bmw,m4,19500,81990,05-2024,b,b,bmw,25
bmw,330,44400,29900,05-2022,2,d,bmw,25
bmw,320,91400,25900,10-2022,2,d,bmw,25
bmw,118,10000,33900,05-2025,d,i,bmw,25
bmw,120,125061,10900,02-2012,d,d,bmw,25
bmw,x3,65150,37900,04-2022,d,b,bmw,25
bmw,x5,6490,92890,06-2025,2,b,bmw,25
bmw,120,329000,2900,01-2008,d,i,bmw,26
bmw,118,14800,25890,08-2024,d,d,bmw,26
bmw,520,82652,24990,05-2021,2,d,bmw,26
bmw,x1,39900,25890,12-2021,b,d,bmw,26
bmw,330,108737,29990,01-2022,2,b,bmw,26
bmw,520,102450,34749,05-2022,d,d,bmw,26
bmw,320,115430,23500,02-2020,d,i,bmw,26
bmw,218,24099,26290,11-2023,b,d,bmw,26
bmw,525,127000,19900,01-2017,d,i,bmw,26
bmw,x1,122468,18990,01-2019,d,d,bmw,26
